25
39
38
29
32
26
21
31
19
25
17
19
19
16
16
21
14
24
33
16
18
18
20
19
27
23
35
30
28
60
95
117
127
139
141
166
146
178
213
192
232
213
232
224
231
198
149
106
85
58
